#Vowels sample output for first problem
5 6 5
65 9 10
325 1 6
380 11 6
391 11 6
487 2 3


#Spam sample output for first problem
35 1 2
90 1 2
103 1 2
105 1 2
107 1 2
109 1 2
139 1 2
193 1 2
241 1 2
251 1 2
352 1 2
451 1 2
463 1 2
473 1 2
479 1 2
545 1 2
595 1 2
677 1 2
742 1 2
749 1 2
774 1 2
786 1 2
804 1 2
818 1 2
853 1 2
871 1 2
875 1 2
894 1 2
1017 1 2
1022 1 2
1056 1 2
1083 1 2
1110 1 2
1155 1 2
1224 1 2
1244 1 2
1247 1 2
1282 1 2
1306 1 2
1313 1 2
1327 1 2
1352 1 2
1366 1 2
1404 1 2
1417 1 2
1419 1 2
1431 1 2
1443 1 2
1449 1 2
1515 1 2
1517 1 2
1518 1 2
1523 1 2
1541 1 2
1567 1 2
1572 1 2
1575 1 2
1586 1 2
1590 1 2
1618 1 2
1636 1 2
1637 1 2
1638 1 2
1647 1 2
1659 1 2
1664 1 2
1676 1 2
1678 1 2
1681 1 2
1688 1 2
1691 1 2
1696 1 2
1710 1 2
1711 1 2
1718 1 2
1722 1 2
1730 1 2
1753 1 2
1754 1 2
1769 1 2
1805 1 2
1814 2 1
1815 2 1
1821 2 1
1823 2 1
1838 2 1
1841 2 1
1844 2 1
1846 2 1
1853 2 1
1855 2 1
1865 2 1
1867 2 1
1869 2 1
1871 2 1
1877 2 1
1880 2 1
1887 2 1
1888 2 1
1890 2 1
1892 2 1
1901 2 1
1905 2 1
1909 2 1
1911 2 1
1915 2 1
1916 2 1
1920 2 1
1925 2 1
1931 2 1
1932 2 1
1936 2 1
1942 2 1
1945 2 1
1948 2 1
1954 2 1
1964 2 1
1974 2 1
1975 2 1
1976 2 1
1981 2 1
1986 2 1
2004 2 1
2014 2 1
2022 2 1
2023 2 1
2029 2 1
2030 2 1
2046 2 1
2049 2 1
2052 2 1
2055 2 1
2069 2 1
2071 2 1
2079 2 1
2080 2 1
2084 2 1
2085 2 1
2086 2 1
2090 2 1
2093 2 1
2099 2 1
2105 2 1
2109 2 1
2110 2 1
2115 2 1
2116 2 1
2123 2 1
2131 2 1
2134 2 1
2138 2 1
2143 2 1
2146 2 1
2147 2 1
2150 2 1
2181 2 1
2182 2 1
2185 2 1
2191 2 1
2192 2 1
2194 2 1
2203 2 1
2208 2 1
2216 2 1
2223 2 1
2227 2 1
2229 2 1
2231 2 1
2239 2 1
2249 2 1
2251 2 1
2255 2 1
2258 2 1
2260 2 1
2261 2 1
2263 2 1
2274 2 1
2279 2 1
2281 2 1
2283 2 1
2294 2 1
2305 2 1
2306 2 1
2307 2 1
2308 2 1
2317 2 1
2320 2 1
2325 2 1
2326 2 1
2327 2 1
2332 2 1
2340 2 1
2341 2 1
2348 2 1
2361 2 1
2365 2 1
2371 2 1
2376 2 1
2389 2 1
2391 2 1
2396 2 1
2416 2 1
2424 2 1
2431 2 1
2432 2 1
2437 2 1
2438 2 1
2439 2 1
2448 2 1
2462 2 1
2465 2 1
2481 2 1
2484 2 1
2486 2 1
2488 2 1
2490 2 1
2491 2 1
2496 2 1
2501 2 1
2511 2 1
2526 2 1
2532 2 1
2537 2 1
2551 2 1
2566 2 1
2567 2 1
2576 2 1
2577 2 1
2578 2 1
2579 2 1
2581 2 1
2597 2 1
2600 2 1
